Label,No,B4,B3,B2,B1,F1,F2,F3,F4,POSB4,POSB3,POSB2,POSB1,POSF1,POSF2,POSF3,POSF4
0,19,作,，,也,没,有,加,以,注,v,x,d,v,v,v,p,v
1,20,，,也,没,有,加,以,注,视,x,d,v,v,v,p,v,vg
0,21,也,没,有,加,以,注,视,，,d,v,v,v,p,v,vg,x
1,22,没,有,加,以,注,视,，,老,v,v,v,p,v,vg,x,a
0,23,有,加,以,注,视,，,老,板,v,v,p,v,vg,x,a,ng
1,24,加,以,注,视,，,老,板,跟,v,p,v,vg,x,a,ng,p
1,25,以,注,视,，,老,板,跟,她,p,v,vg,x,a,ng,p,r
0,26,注,视,，,老,板,跟,她,们,v,vg,x,a,ng,p,r,k
1,27,视,，,老,板,跟,她,们,的,vg,x,a,ng,p,r,k,uj
1,28,，,老,板,跟,她,们,的,距,x,a,ng,p,r,k,uj,n
0,29,老,板,跟,她,们,的,距,离,a,ng,p,r,k,uj,n,v
0,30,板,跟,她,们,的,距,离,很,ng,p,r,k,uj,n,v,zg
1,31,跟,她,们,的,距,离,很,远,p,r,k,uj,n,v,zg,a
0,32,她,们,的,距,离,很,远,，,r,k,uj,n,v,zg,a,x
1,33,们,的,距,离,很,远,，,她,k,uj,n,v,zg,a,x,r
1,34,的,距,离,很,远,，,她,们,uj,n,v,zg,a,x,r,k
1,35,距,离,很,远,，,她,们,是,n,v,zg,a,x,r,k,v
1,36,离,很,远,，,她,们,是,由,v,zg,a,x,r,k,v,p
0,37,很,远,，,她,们,是,由,领,zg,a,x,r,k,v,p,v
1,38,远,，,她,们,是,由,领,班,a,x,r,k,v,p,v,n
1,39,，,她,们,是,由,领,班,管,x,r,k,v,p,v,n,vn
1,40,她,们,是,由,领,班,管,理,r,k,v,p,v,n,vn,n
0,41,们,是,由,领,班,管,理,的,k,v,p,v,n,vn,n,uj
1,42,是,由,领,班,管,理,的,。,v,p,v,n,vn,n,uj,x
0,43,由,领,班,管,理,的,。,/s,p,v,n,vn,n,uj,x,NAN
0,44,领,班,管,理,的,。,/s,/s,v,n,vn,n,uj,x,NAN,NAN
1,45,班,管,理,的,。,/s,/s,/s,n,vn,n,uj,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,穿,过,了,晒,NAN,NAN,NAN,NAN,zg,ug,ul,v
0,1,/s,/s,/s,穿,过,了,晒,茶,NAN,NAN,NAN,zg,ug,ul,v,n
1,2,/s,/s,穿,过,了,晒,茶,场,NAN,NAN,zg,ug,ul,v,n,q
1,3,/s,穿,过,了,晒,茶,场,，,NAN,zg,ug,ul,v,n,q,x
1,4,穿,过,了,晒,茶,场,，,柏,zg,ug,ul,v,n,q,x,nr
0,5,过,了,晒,茶,场,，,柏,霈,ug,ul,v,n,q,x,nr,g
1,6,了,晒,茶,场,，,柏,霈,文,ul,v,n,q,x,nr,g,n
1,7,晒,茶,场,，,柏,霈,文,走,v,n,q,x,nr,g,n,v
0,8,茶,场,，,柏,霈,文,走,进,n,q,x,nr,g,n,v,v
1,9,场,，,柏,霈,文,走,进,了,q,x,nr,g,n,v,v,ul
1,10,，,柏,霈,文,走,进,了,自,x,nr,g,n,v,v,ul,p
0,11,柏,霈,文,走,进,了,自,己,nr,g,n,v,v,ul,p,r
1,12,霈,文,走,进,了,自,己,的,g,n,v,v,ul,p,r,uj
1,13,文,走,进,了,自,己,的,办,n,v,v,ul,p,r,uj,v
0,14,走,进,了,自,己,的,办,公,v,v,ul,p,r,uj,v,n
0,15,进,了,自,己,的,办,公,室,v,ul,p,r,uj,v,n,n
1,16,了,自,己,的,办,公,室,，,ul,p,r,uj,v,n,n,x
0,17,自,己,的,办,公,室,，,这,p,r,uj,v,n,n,x,r
0,18,己,的,办,公,室,，,这,是,r,uj,v,n,n,x,r,v
1,19,的,办,公,室,，,这,是,整,uj,v,n,n,x,r,v,v
1,20,办,公,室,，,这,是,整,个,v,n,n,x,r,v,v,q
0,21,公,室,，,这,是,整,个,工,n,n,x,r,v,v,q,n
1,22,室,，,这,是,整,个,工,厂,n,x,r,v,v,q,n,zg
0,23,，,这,是,整,个,工,厂,中,x,r,v,v,q,n,zg,f
1,24,这,是,整,个,工,厂,中,，,r,v,v,q,n,zg,f,x
0,25,是,整,个,工,厂,中,，,除,v,v,q,n,zg,f,x,p
1,26,整,个,工,厂,中,，,除,去,v,q,n,zg,f,x,p,v
1,27,个,工,厂,中,，,除,去,了,q,n,zg,f,x,p,v,ul
1,28,工,厂,中,，,除,去,了,冷,n,zg,f,x,p,v,ul,a
0,29,厂,中,，,除,去,了,冷,藏,zg,f,x,p,v,ul,a,j
1,30,中,，,除,去,了,冷,藏,库,f,x,p,v,ul,a,j,n
1,31,，,除,去,了,冷,藏,库,，,x,p,v,ul,a,j,n,x
0,32,除,去,了,冷,藏,库,，,唯,p,v,ul,a,j,n,x,b
0,33,去,了,冷,藏,库,，,唯,一,v,ul,a,j,n,x,b,m
1,34,了,冷,藏,库,，,唯,一,有,ul,a,j,n,x,b,m,v
1,35,冷,藏,库,，,唯,一,有,冷,a,j,n,x,b,m,v,a
0,36,藏,库,，,唯,一,有,冷,气,j,n,x,b,m,v,a,n
1,37,库,，,唯,一,有,冷,气,的,n,x,b,m,v,a,n,uj
1,38,，,唯,一,有,冷,气,的,房,x,b,m,v,a,n,uj,n
0,39,唯,一,有,冷,气,的,房,间,b,m,v,a,n,uj,n,f
0,40,一,有,冷,气,的,房,间,。,m,v,a,n,uj,n,f,x
1,41,有,冷,气,的,房,间,。,/s,v,a,n,uj,n,f,x,NAN
0,42,冷,气,的,房,间,。,/s,/s,a,n,uj,n,f,x,NAN,NAN
1,43,气,的,房,间,。,/s,/s,/s,n,uj,n,f,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,柏,霈,文,每,NAN,NAN,NAN,NAN,nr,g,n,zg
0,1,/s,/s,/s,柏,霈,文,每,天,NAN,NAN,NAN,nr,g,n,zg,q
1,2,/s,/s,柏,霈,文,每,天,都,NAN,NAN,nr,g,n,zg,q,d
1,3,/s,柏,霈,文,每,天,都,要,NAN,nr,g,n,zg,q,d,v
0,4,柏,霈,文,每,天,都,要,办,nr,g,n,zg,q,d,v,v
1,5,霈,文,每,天,都,要,办,六,g,n,zg,q,d,v,v,m
1,6,文,每,天,都,要,办,六,七,n,zg,q,d,v,v,m,m
1,7,每,天,都,要,办,六,七,小,zg,q,d,v,v,m,m,a
1,8,天,都,要,办,六,七,小,时,q,d,v,v,m,m,a,n
0,9,都,要,办,六,七,小,时,的,d,v,v,m,m,a,n,uj
1,10,要,办,六,七,小,时,的,公,v,v,m,m,a,n,uj,n
0,11,办,六,七,小,时,的,公,。,v,m,m,a,n,uj,n,x
0,12,六,七,小,时,的,公,。,/s,m,m,a,n,uj,n,x,NAN
1,13,七,小,时,的,公,。,/s,/s,m,a,n,uj,n,x,NAN,NAN
1,14,小,时,的,公,。,/s,/s,/s,a,n,uj,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,柏,霈,文,不,NAN,NAN,NAN,NAN,nr,g,n,d
0,1,/s,/s,/s,柏,霈,文,不,在,NAN,NAN,NAN,nr,g,n,d,p
1,2,/s,/s,柏,霈,文,不,在,的,NAN,NAN,nr,g,n,d,p,uj
0,3,/s,柏,霈,文,不,在,的,时,NAN,nr,g,n,d,p,uj,n
1,4,柏,霈,文,不,在,的,时,候,nr,g,n,d,p,uj,n,v
0,5,霈,文,不,在,的,时,候,，,g,n,d,p,uj,n,v,x
1,6,文,不,在,的,时,候,，,这,n,d,p,uj,n,v,x,r
0,7,不,在,的,时,候,，,这,房,d,p,uj,n,v,x,r,n
1,8,在,的,时,候,，,这,房,间,p,uj,n,v,x,r,n,f
1,9,的,时,候,，,这,房,间,就,uj,n,v,x,r,n,f,d
1,10,时,候,，,这,房,间,就,是,n,v,x,r,n,f,d,v
0,11,候,，,这,房,间,就,是,会,v,x,r,n,f,d,v,v
1,12,，,这,房,间,就,是,会,客,x,r,n,f,d,v,v,n
0,13,这,房,间,就,是,会,客,室,r,n,f,d,v,v,n,n
1,14,房,间,就,是,会,客,室,。,n,f,d,v,v,n,n,x
0,15,间,就,是,会,客,室,。,/s,f,d,v,v,n,n,x,NAN
0,16,就,是,会,客,室,。,/s,/s,d,v,v,n,n,x,NAN,NAN
1,17,是,会,客,室,。,/s,/s,/s,v,v,n,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,工,厂,中,其,NAN,NAN,NAN,NAN,n,zg,f,r
0,1,/s,/s,/s,工,厂,中,其,他,NAN,NAN,NAN,n,zg,f,r,r
1,2,/s,/s,工,厂,中,其,他,高,NAN,NAN,n,zg,f,r,r,a
1,3,/s,工,厂,中,其,他,高,级,NAN,n,zg,f,r,r,a,q
0,4,工,厂,中,其,他,高,级,职,n,zg,f,r,r,a,q,ng
1,5,厂,中,其,他,高,级,职,员,zg,f,r,r,a,q,ng,zg
0,6,中,其,他,高,级,职,员,，,f,r,r,a,q,ng,zg,x
1,7,其,他,高,级,职,员,，,像,r,r,a,q,ng,zg,x,v
0,8,他,高,级,职,员,，,像,赵,r,a,q,ng,zg,x,v,nr
1,9,高,级,职,员,，,像,赵,经,a,q,ng,zg,x,v,nr,n
1,10,级,职,员,，,像,赵,经,理,q,ng,zg,x,v,nr,n,n
1,11,职,员,，,像,赵,经,理,、,ng,zg,x,v,nr,n,n,x
1,12,员,，,像,赵,经,理,、,张,zg,x,v,nr,n,n,x,q
0,13,，,像,赵,经,理,、,张,会,x,v,nr,n,n,x,q,v
1,14,像,赵,经,理,、,张,会,计,v,nr,n,n,x,q,v,n
1,15,赵,经,理,、,张,会,计,等,nr,n,n,x,q,v,n,u
1,16,经,理,、,张,会,计,等,的,n,n,x,q,v,n,u,uj
0,17,理,、,张,会,计,等,的,办,n,x,q,v,n,u,uj,v
1,18,、,张,会,计,等,的,办,公,x,q,v,n,u,uj,v,n
0,19,张,会,计,等,的,办,公,厅,q,v,n,u,uj,v,n,n
1,20,会,计,等,的,办,公,厅,就,v,n,u,uj,v,n,n,d
0,21,计,等,的,办,公,厅,就,在,n,u,uj,v,n,n,d,p
0,22,等,的,办,公,厅,就,在,隔,u,uj,v,n,n,d,p,v
1,23,的,办,公,厅,就,在,隔,壁,uj,v,n,n,d,p,v,n
1,24,办,公,厅,就,在,隔,壁,一,v,n,n,d,p,v,n,m
1,25,公,厅,就,在,隔,壁,一,间,n,n,d,p,v,n,m,f
0,26,厅,就,在,隔,壁,一,间,。,n,d,p,v,n,m,f,x
1,27,就,在,隔,壁,一,间,。,/s,d,p,v,n,m,f,x,NAN
0,28,在,隔,壁,一,间,。,/s,/s,p,v,n,m,f,x,NAN,NAN
1,29,隔,壁,一,间,。,/s,/s,/s,v,n,m,f,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,再,过,去,，,NAN,NAN,NAN,NAN,d,ug,v,x
1,1,/s,/s,/s,再,过,去,，,就,NAN,NAN,NAN,d,ug,v,x,d
0,2,/s,/s,再,过,去,，,就,是,NAN,NAN,d,ug,v,x,d,v
1,3,/s,再,过,去,，,就,是,女,NAN,d,ug,v,x,d,v,b
1,4,再,过,去,，,就,是,女,工,d,ug,v,x,d,v,b,n
0,5,过,去,，,就,是,女,工,们,ug,v,x,d,v,b,n,k
1,6,去,，,就,是,女,工,们,的,v,x,d,v,b,n,k,uj
0,7,，,就,是,女,工,们,的,休,x,d,v,b,n,k,uj,zg
1,8,就,是,女,工,们,的,休,息,d,v,b,n,k,uj,zg,zg
0,9,是,女,工,们,的,休,息,室,v,b,n,k,uj,zg,zg,n
1,10,女,工,们,的,休,息,室,、,b,n,k,uj,zg,zg,n,x
0,11,工,们,的,休,息,室,、,餐,n,k,uj,zg,zg,n,x,n
0,12,们,的,休,息,室,、,餐,厅,k,uj,zg,zg,n,x,n,n
1,13,的,休,息,室,、,餐,厅,，,uj,zg,zg,n,x,n,n,x
1,14,休,息,室,、,餐,厅,，,和,zg,zg,n,x,n,n,x,c
0,15,息,室,、,餐,厅,，,和,宿,zg,n,x,n,n,x,c,nr
1,16,室,、,餐,厅,，,和,宿,舍,n,x,n,n,x,c,nr,v
1,17,、,餐,厅,，,和,宿,舍,。,x,n,n,x,c,nr,v,x
1,18,餐,厅,，,和,宿,舍,。,/s,n,n,x,c,nr,v,x,NAN
0,19,厅,，,和,宿,舍,。,/s,/s,n,x,c,nr,v,x,NAN,NAN
1,20,，,和,宿,舍,。,/s,/s,/s,x,c,nr,v,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,这,一,排,房,NAN,NAN,NAN,NAN,r,m,v,n
1,1,/s,/s,/s,这,一,排,房,子,NAN,NAN,NAN,r,m,v,n,ng
0,2,/s,/s,这,一,排,房,子,，,NAN,NAN,r,m,v,n,ng,x
1,3,/s,这,一,排,房,子,，,整,NAN,r,m,v,n,ng,x,v
0,4,这,一,排,房,子,，,整,整,r,m,v,n,ng,x,v,v
1,5,一,排,房,子,，,整,整,有,m,v,n,ng,x,v,v,v
1,6,排,房,子,，,整,整,有,五,v,n,ng,x,v,v,v,m
0,7,房,子,，,整,整,有,五,大,n,ng,x,v,v,v,m,a
1,8,子,，,整,整,有,五,大,间,ng,x,v,v,v,m,a,f
1,9,，,整,整,有,五,大,间,，,x,v,v,v,m,a,f,x
0,10,整,整,有,五,大,间,，,和,v,v,v,m,a,f,x,c
1,11,整,有,五,大,间,，,和,机,v,v,m,a,f,x,c,n
1,12,有,五,大,间,，,和,机,器,v,m,a,f,x,c,n,n
1,13,五,大,间,，,和,机,器,房,m,a,f,x,c,n,n,n
1,14,大,间,，,和,机,器,房,、,a,f,x,c,n,n,n,x
0,15,间,，,和,机,器,房,、,晾,f,x,c,n,n,n,x,zg
1,16,，,和,机,器,房,、,晾,茶,x,c,n,n,n,x,zg,n
1,17,和,机,器,房,、,晾,茶,房,c,n,n,n,x,zg,n,n
1,18,机,器,房,、,晾,茶,房,、,n,n,n,x,zg,n,n,x
1,19,器,房,、,晾,茶,房,、,冷,n,n,x,zg,n,n,x,a
0,20,房,、,晾,茶,房,、,冷,藏,n,x,zg,n,n,x,a,j
1,21,、,晾,茶,房,、,冷,藏,库,x,zg,n,n,x,a,j,n
1,22,晾,茶,房,、,冷,藏,库,等,zg,n,n,x,a,j,n,u
0,23,茶,房,、,冷,藏,库,等,成,n,n,x,a,j,n,u,n
0,24,房,、,冷,藏,库,等,成,为,n,x,a,j,n,u,n,p
1,25,、,冷,藏,库,等,成,为,一,x,a,j,n,u,n,p,m
1,26,冷,藏,库,等,成,为,一,个,a,j,n,u,n,p,m,q
0,27,藏,库,等,成,为,一,个,字,j,n,u,n,p,m,q,n
1,28,库,等,成,为,一,个,字,形,n,u,n,p,m,q,n,n
0,29,等,成,为,一,个,字,形,建,u,n,p,m,q,n,n,v
1,30,成,为,一,个,字,形,建,筑,n,p,m,q,n,n,v,v
0,31,为,一,个,字,形,建,筑,的,p,m,q,n,n,v,v,uj
1,32,一,个,字,形,建,筑,的,，,m,q,n,n,v,v,uj,x
0,33,个,字,形,建,筑,的,，,在,q,n,n,v,v,uj,x,p
0,34,字,形,建,筑,的,，,在,字,n,n,v,v,uj,x,p,n
1,35,形,建,筑,的,，,在,字,形,n,v,v,uj,x,p,n,n
1,36,建,筑,的,，,在,字,形,正,v,v,uj,x,p,n,n,d
1,37,筑,的,，,在,字,形,正,中,v,uj,x,p,n,n,d,f
0,38,的,，,在,字,形,正,中,的,uj,x,p,n,n,d,f,uj
1,39,，,在,字,形,正,中,的,空,x,p,n,n,d,f,uj,n
0,40,在,字,形,正,中,的,空,旷,p,n,n,d,f,uj,n,nr
0,41,字,形,正,中,的,空,旷,处,n,n,d,f,uj,n,nr,n
1,42,形,正,中,的,空,旷,处,，,n,d,f,uj,n,nr,n,x
0,43,正,中,的,空,旷,处,，,就,d,f,uj,n,nr,n,x,d
1,44,中,的,空,旷,处,，,就,成,f,uj,n,nr,n,x,d,n
1,45,的,空,旷,处,，,就,成,为,uj,n,nr,n,x,d,n,p
1,46,空,旷,处,，,就,成,为,了,n,nr,n,x,d,n,p,ul
1,47,旷,处,，,就,成,为,了,晒,nr,n,x,d,n,p,ul,v
0,48,处,，,就,成,为,了,晒,茶,n,x,d,n,p,ul,v,n
1,49,，,就,成,为,了,晒,茶,场,x,d,n,p,ul,v,n,q
1,50,就,成,为,了,晒,茶,场,。,d,n,p,ul,v,n,q,x
1,51,成,为,了,晒,茶,场,。,/s,n,p,ul,v,n,q,x,NAN
0,52,为,了,晒,茶,场,。,/s,/s,p,ul,v,n,q,x,NAN,NAN
1,53,了,晒,茶,场,。,/s,/s,/s,ul,v,n,q,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,以,规,模,来,NAN,NAN,NAN,NAN,p,n,n,v
1,1,/s,/s,/s,以,规,模,来,论,NAN,NAN,NAN,p,n,n,v,zg
0,2,/s,/s,以,规,模,来,论,，,NAN,NAN,p,n,n,v,zg,x
1,3,/s,以,规,模,来,论,，,柏,NAN,p,n,n,v,zg,x,nr
0,4,以,规,模,来,论,，,柏,霈,p,n,n,v,zg,x,nr,g
1,5,规,模,来,论,，,柏,霈,文,n,n,v,zg,x,nr,g,n
1,6,模,来,论,，,柏,霈,文,这,n,v,zg,x,nr,g,n,r
0,7,来,论,，,柏,霈,文,这,家,v,zg,x,nr,g,n,r,q
1,8,论,，,柏,霈,文,这,家,茶,zg,x,nr,g,n,r,q,n
1,9,，,柏,霈,文,这,家,茶,叶,x,nr,g,n,r,q,n,nr
0,10,柏,霈,文,这,家,茶,叶,加,nr,g,n,r,q,n,nr,v
1,11,霈,文,这,家,茶,叶,加,工,g,n,r,q,n,nr,v,n
0,12,文,这,家,茶,叶,加,工,厂,n,r,q,n,nr,v,n,zg
1,13,这,家,茶,叶,加,工,厂,已,r,q,n,nr,v,n,zg,d
0,14,家,茶,叶,加,工,厂,已,是,q,n,nr,v,n,zg,d,v
0,15,茶,叶,加,工,厂,已,是,台,n,nr,v,n,zg,d,v,q
1,16,叶,加,工,厂,已,是,台,北,nr,v,n,zg,d,v,q,ns
1,17,加,工,厂,已,是,台,北,最,v,n,zg,d,v,q,ns,d
1,18,工,厂,已,是,台,北,最,大,n,zg,d,v,q,ns,d,a
0,19,厂,已,是,台,北,最,大,的,zg,d,v,q,ns,d,a,uj
1,20,已,是,台,北,最,大,的,一,d,v,q,ns,d,a,uj,m
0,21,是,台,北,最,大,的,一,家,v,q,ns,d,a,uj,m,q
0,22,台,北,最,大,的,一,家,。,q,ns,d,a,uj,m,q,x
1,23,北,最,大,的,一,家,。,/s,ns,d,a,uj,m,q,x,NAN
0,24,最,大,的,一,家,。,/s,/s,d,a,uj,m,q,x,NAN,NAN
1,25,大,的,一,家,。,/s,/s,/s,a,uj,m,q,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,别,家,工,厂,NAN,NAN,NAN,NAN,r,q,n,zg
0,1,/s,/s,/s,别,家,工,厂,，,NAN,NAN,NAN,r,q,n,zg,x
1,2,/s,/s,别,家,工,厂,，,搓,NAN,NAN,r,q,n,zg,x,v
0,3,/s,别,家,工,厂,，,搓,茶,NAN,r,q,n,zg,x,v,n
1,4,别,家,工,厂,，,搓,茶,、,r,q,n,zg,x,v,n,x
1,5,家,工,厂,，,搓,茶,、,烤,q,n,zg,x,v,n,x,v
1,6,工,厂,，,搓,茶,、,烤,茶,n,zg,x,v,n,x,v,n
1,7,厂,，,搓,茶,、,烤,茶,都,zg,x,v,n,x,v,n,d
1,8,，,搓,茶,、,烤,茶,都,还,x,v,n,x,v,n,d,d
1,9,搓,茶,、,烤,茶,都,还,在,v,n,x,v,n,d,d,p
1,10,茶,、,烤,茶,都,还,在,用,n,x,v,n,d,d,p,p
1,11,、,烤,茶,都,还,在,用,人,x,v,n,d,d,p,p,n
1,12,烤,茶,都,还,在,用,人,工,v,n,d,d,p,p,n,n
1,13,茶,都,还,在,用,人,工,的,n,d,d,p,p,n,n,uj
1,14,都,还,在,用,人,工,的,阶,d,d,p,p,n,n,uj,n
0,15,还,在,用,人,工,的,阶,段,d,p,p,n,n,uj,n,q
0,16,在,用,人,工,的,阶,段,，,p,p,n,n,uj,n,q,x
1,17,用,人,工,的,阶,段,，,柏,p,n,n,uj,n,q,x,nr
0,18,人,工,的,阶,段,，,柏,霈,n,n,uj,n,q,x,nr,g
1,19,工,的,阶,段,，,柏,霈,文,n,uj,n,q,x,nr,g,n
1,20,的,阶,段,，,柏,霈,文,则,uj,n,q,x,nr,g,n,d
0,21,阶,段,，,柏,霈,文,则,都,n,q,x,nr,g,n,d,d
1,22,段,，,柏,霈,文,则,都,用,q,x,nr,g,n,d,d,p
0,23,，,柏,霈,文,则,都,用,机,x,nr,g,n,d,d,p,n
1,24,柏,霈,文,则,都,用,机,器,nr,g,n,d,d,p,n,n
1,25,霈,文,则,都,用,机,器,来,g,n,d,d,p,n,n,v
1,26,文,则,都,用,机,器,来,取,n,d,d,p,n,n,v,v
0,27,则,都,用,机,器,来,取,代,d,d,p,n,n,v,v,q
1,28,都,用,机,器,来,取,代,了,d,p,n,n,v,v,q,ul
1,29,用,机,器,来,取,代,了,。,p,n,n,v,v,q,ul,x
0,30,机,器,来,取,代,了,。,/s,n,n,v,v,q,ul,x,NAN
1,31,器,来,取,代,了,。,/s,/s,n,v,v,q,ul,x,NAN,NAN
1,32,来,取,代,了,。,/s,/s,/s,v,v,q,ul,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,因,此,，,最,NAN,NAN,NAN,NAN,p,zg,x,d
0,1,/s,/s,/s,因,此,，,最,近,NAN,NAN,NAN,p,zg,x,d,a
1,2,/s,/s,因,此,，,最,近,几,NAN,NAN,p,zg,x,d,a,m
1,3,/s,因,此,，,最,近,几,年,NAN,p,zg,x,d,a,m,m
1,4,因,此,，,最,近,几,年,来,p,zg,x,d,a,m,m,v
0,5,此,，,最,近,几,年,来,，,zg,x,d,a,m,m,v,x
0,6,，,最,近,几,年,来,，,工,x,d,a,m,m,v,x,n
0,7,最,近,几,年,来,，,工,厂,d,a,m,m,v,x,n,zg
1,8,近,几,年,来,，,工,厂,扩,a,m,m,v,x,n,zg,v
1,9,几,年,来,，,工,厂,扩,张,m,m,v,x,n,zg,v,q
0,10,年,来,，,工,厂,扩,张,得,m,v,x,n,zg,v,q,ud
1,11,来,，,工,厂,扩,张,得,非,v,x,n,zg,v,q,ud,h
0,12,，,工,厂,扩,张,得,非,常,x,n,zg,v,q,ud,h,d
0,13,工,厂,扩,张,得,非,常,厉,n,zg,v,q,ud,h,d,nr
1,14,厂,扩,张,得,非,常,厉,害,zg,v,q,ud,h,d,nr,v
0,15,扩,张,得,非,常,厉,害,，,v,q,ud,h,d,nr,v,x
1,16,张,得,非,常,厉,害,，,业,q,ud,h,d,nr,v,x,n
0,17,得,非,常,厉,害,，,业,务,ud,h,d,nr,v,x,n,d
1,18,非,常,厉,害,，,业,务,的,h,d,nr,v,x,n,d,uj
1,19,常,厉,害,，,业,务,的,发,d,nr,v,x,n,d,uj,v
0,20,厉,害,，,业,务,的,发,达,nr,v,x,n,d,uj,v,v
0,21,害,，,业,务,的,发,达,也,v,x,n,d,uj,v,v,d
1,22,，,业,务,的,发,达,也,极,x,n,d,uj,v,v,d,d
0,23,业,务,的,发,达,也,极,迅,n,d,uj,v,v,d,d,zg
1,24,务,的,发,达,也,极,迅,速,d,uj,v,v,d,d,zg,ng
1,25,的,发,达,也,极,迅,速,，,uj,v,v,d,d,zg,ng,x
1,26,发,达,也,极,迅,速,，,柏,v,v,d,d,zg,ng,x,nr
0,27,达,也,极,迅,速,，,柏,霈,v,d,d,zg,ng,x,nr,g
1,28,也,极,迅,速,，,柏,霈,文,d,d,zg,ng,x,nr,g,n
1,29,极,迅,速,，,柏,霈,文,在,d,zg,ng,x,nr,g,n,p
0,30,迅,速,，,柏,霈,文,在,做,zg,ng,x,nr,g,n,p,v
1,31,速,，,柏,霈,文,在,做,事,ng,x,nr,g,n,p,v,n
0,32,，,柏,霈,文,在,做,事,及,x,nr,g,n,p,v,n,c
1,33,柏,霈,文,在,做,事,及,创,nr,g,n,p,v,n,c,n
0,34,霈,文,在,做,事,及,创,业,g,n,p,v,n,c,n,n
1,35,文,在,做,事,及,创,业,方,n,p,v,n,c,n,n,n
1,36,在,做,事,及,创,业,方,面,p,v,n,c,n,n,n,n
0,37,做,事,及,创,业,方,面,，,v,n,c,n,n,n,n,x
1,38,事,及,创,业,方,面,，,是,n,c,n,n,n,n,x,v
0,39,及,创,业,方,面,，,是,有,c,n,n,n,n,x,v,v
1,40,创,业,方,面,，,是,有,他,n,n,n,n,x,v,v,r
1,41,业,方,面,，,是,有,他,独,n,n,n,x,v,v,r,v
1,42,方,面,，,是,有,他,独,到,n,n,x,v,v,r,v,v
1,43,面,，,是,有,他,独,到,的,n,x,v,v,r,v,v,uj
1,44,，,是,有,他,独,到,的,见,x,v,v,r,v,v,uj,v
0,45,是,有,他,独,到,的,见,解,v,v,r,v,v,uj,v,v
0,46,有,他,独,到,的,见,解,和,v,r,v,v,uj,v,v,c
1,47,他,独,到,的,见,解,和,才,r,v,v,uj,v,v,c,d
0,48,独,到,的,见,解,和,才,干,v,v,uj,v,v,c,d,v
1,49,到,的,见,解,和,才,干,的,v,uj,v,v,c,d,v,uj
1,50,的,见,解,和,才,干,的,。,uj,v,v,c,d,v,uj,x
0,51,见,解,和,才,干,的,。,/s,v,v,c,d,v,uj,x,NAN
0,52,解,和,才,干,的,。,/s,/s,v,c,d,v,uj,x,NAN,NAN
1,53,和,才,干,的,。,/s,/s,/s,c,d,v,uj,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,所,以,，,这,NAN,NAN,NAN,NAN,c,p,x,r
0,1,/s,/s,/s,所,以,，,这,工,NAN,NAN,NAN,c,p,x,r,n
1,2,/s,/s,所,以,，,这,工,厂,NAN,NAN,c,p,x,r,n,zg
1,3,/s,所,以,，,这,工,厂,虽,NAN,c,p,x,r,n,zg,zg
1,4,所,以,，,这,工,厂,虽,然,c,p,x,r,n,zg,zg,c
0,5,以,，,这,工,厂,虽,然,是,p,x,r,n,zg,zg,c,v
1,6,，,这,工,厂,虽,然,是,柏,x,r,n,zg,zg,c,v,nr
0,7,这,工,厂,虽,然,是,柏,霈,r,n,zg,zg,c,v,nr,g
1,8,工,厂,虽,然,是,柏,霈,文,n,zg,zg,c,v,nr,g,n
1,9,厂,虽,然,是,柏,霈,文,父,zg,zg,c,v,nr,g,n,n
0,10,虽,然,是,柏,霈,文,父,亲,zg,c,v,nr,g,n,n,v
1,11,然,是,柏,霈,文,父,亲,所,c,v,nr,g,n,n,v,c
1,12,是,柏,霈,文,父,亲,所,创,v,nr,g,n,n,v,c,n
0,13,柏,霈,文,父,亲,所,创,设,nr,g,n,n,v,c,n,v
1,14,霈,文,父,亲,所,创,设,，,g,n,n,v,c,n,v,x
1,15,文,父,亲,所,创,设,，,但,n,n,v,c,n,v,x,c
0,16,父,亲,所,创,设,，,但,是,n,v,c,n,v,x,c,v
1,17,亲,所,创,设,，,但,是,，,v,c,n,v,x,c,v,x
1,18,所,创,设,，,但,是,，,真,c,n,v,x,c,v,x,d
0,19,创,设,，,但,是,，,真,正,n,v,x,c,v,x,d,d
1,20,设,，,但,是,，,真,正,发,v,x,c,v,x,d,d,v
1,21,，,但,是,，,真,正,发,达,x,c,v,x,d,d,v,v
0,22,但,是,，,真,正,发,达,起,c,v,x,d,d,v,v,v
1,23,是,，,真,正,发,达,起,来,v,x,d,d,v,v,v,v
0,24,，,真,正,发,达,起,来,，,x,d,d,v,v,v,v,x
1,25,真,正,发,达,起,来,，,却,d,d,v,v,v,v,x,d
0,26,正,发,达,起,来,，,却,是,d,v,v,v,v,x,d,v
