Label,No,B3,B2,B1,F1,F2,F3,POSB3,POSB2,POSB1,POSF1,POSF2,POSF3
0,1,/s,/s,工,厂,中,其,NAN,NAN,n,zg,f,r
1,2,/s,工,厂,中,其,他,NAN,n,zg,f,r,r
1,3,工,厂,中,其,他,高,n,zg,f,r,r,a
0,4,厂,中,其,他,高,级,zg,f,r,r,a,q
1,5,中,其,他,高,级,职,f,r,r,a,q,ng
0,6,其,他,高,级,职,员,r,r,a,q,ng,zg
1,7,他,高,级,职,员,，,r,a,q,ng,zg,x
0,8,高,级,职,员,，,像,a,q,ng,zg,x,v
1,9,级,职,员,，,像,赵,q,ng,zg,x,v,nr
1,10,职,员,，,像,赵,经,ng,zg,x,v,nr,n
1,11,员,，,像,赵,经,理,zg,x,v,nr,n,n
1,12,，,像,赵,经,理,、,x,v,nr,n,n,x
0,13,像,赵,经,理,、,张,v,nr,n,n,x,q
1,14,赵,经,理,、,张,会,nr,n,n,x,q,v
1,15,经,理,、,张,会,计,n,n,x,q,v,n
1,16,理,、,张,会,计,等,n,x,q,v,n,u
0,17,、,张,会,计,等,的,x,q,v,n,u,uj
1,18,张,会,计,等,的,办,q,v,n,u,uj,v
0,19,会,计,等,的,办,公,v,n,u,uj,v,n
1,20,计,等,的,办,公,厅,n,u,uj,v,n,n
0,21,等,的,办,公,厅,就,u,uj,v,n,n,d
0,22,的,办,公,厅,就,在,uj,v,n,n,d,p
1,23,办,公,厅,就,在,隔,v,n,n,d,p,v
1,24,公,厅,就,在,隔,壁,n,n,d,p,v,n
1,25,厅,就,在,隔,壁,一,n,d,p,v,n,m
0,26,就,在,隔,壁,一,间,d,p,v,n,m,f
1,27,在,隔,壁,一,间,。,p,v,n,m,f,x
0,28,隔,壁,一,间,。,/s,v,n,m,f,x,NAN
1,29,壁,一,间,。,/s,/s,n,m,f,x,NAN,NAN
1,0,/s,/s,/s,再,过,去,NAN,NAN,NAN,d,ug,v
1,1,/s,/s,再,过,去,，,NAN,NAN,d,ug,v,x
0,2,/s,再,过,去,，,就,NAN,d,ug,v,x,d
1,3,再,过,去,，,就,是,d,ug,v,x,d,v
1,4,过,去,，,就,是,女,ug,v,x,d,v,b
0,5,去,，,就,是,女,工,v,x,d,v,b,n
1,6,，,就,是,女,工,们,x,d,v,b,n,k
0,7,就,是,女,工,们,的,d,v,b,n,k,uj
1,8,是,女,工,们,的,休,v,b,n,k,uj,zg
0,9,女,工,们,的,休,息,b,n,k,uj,zg,zg
1,10,工,们,的,休,息,室,n,k,uj,zg,zg,n
0,11,们,的,休,息,室,、,k,uj,zg,zg,n,x
0,12,的,休,息,室,、,餐,uj,zg,zg,n,x,n
1,13,休,息,室,、,餐,厅,zg,zg,n,x,n,n
1,14,息,室,、,餐,厅,，,zg,n,x,n,n,x
0,15,室,、,餐,厅,，,和,n,x,n,n,x,c
1,16,、,餐,厅,，,和,宿,x,n,n,x,c,nr
1,17,餐,厅,，,和,宿,舍,n,n,x,c,nr,v
1,18,厅,，,和,宿,舍,。,n,x,c,nr,v,x
0,19,，,和,宿,舍,。,/s,x,c,nr,v,x,NAN
1,20,和,宿,舍,。,/s,/s,c,nr,v,x,NAN,NAN
1,0,/s,/s,/s,这,一,排,NAN,NAN,NAN,r,m,v
1,1,/s,/s,这,一,排,房,NAN,NAN,r,m,v,n
0,2,/s,这,一,排,房,子,NAN,r,m,v,n,ng
1,3,这,一,排,房,子,，,r,m,v,n,ng,x
0,4,一,排,房,子,，,整,m,v,n,ng,x,v
1,5,排,房,子,，,整,整,v,n,ng,x,v,v
1,6,房,子,，,整,整,有,n,ng,x,v,v,v
0,7,子,，,整,整,有,五,ng,x,v,v,v,m
1,8,，,整,整,有,五,大,x,v,v,v,m,a
1,9,整,整,有,五,大,间,v,v,v,m,a,f
0,10,整,有,五,大,间,，,v,v,m,a,f,x
1,11,有,五,大,间,，,和,v,m,a,f,x,c
1,12,五,大,间,，,和,机,m,a,f,x,c,n
1,13,大,间,，,和,机,器,a,f,x,c,n,n
1,14,间,，,和,机,器,房,f,x,c,n,n,n
0,15,，,和,机,器,房,、,x,c,n,n,n,x
1,16,和,机,器,房,、,晾,c,n,n,n,x,zg
1,17,机,器,房,、,晾,茶,n,n,n,x,zg,n
1,18,器,房,、,晾,茶,房,n,n,x,zg,n,n
1,19,房,、,晾,茶,房,、,n,x,zg,n,n,x
0,20,、,晾,茶,房,、,冷,x,zg,n,n,x,a
1,21,晾,茶,房,、,冷,藏,zg,n,n,x,a,j
1,22,茶,房,、,冷,藏,库,n,n,x,a,j,n
0,23,房,、,冷,藏,库,等,n,x,a,j,n,u
0,24,、,冷,藏,库,等,成,x,a,j,n,u,n
1,25,冷,藏,库,等,成,为,a,j,n,u,n,p
1,26,藏,库,等,成,为,一,j,n,u,n,p,m
0,27,库,等,成,为,一,个,n,u,n,p,m,q
1,28,等,成,为,一,个,字,u,n,p,m,q,n
0,29,成,为,一,个,字,形,n,p,m,q,n,n
1,30,为,一,个,字,形,建,p,m,q,n,n,v
0,31,一,个,字,形,建,筑,m,q,n,n,v,v
1,32,个,字,形,建,筑,的,q,n,n,v,v,uj
0,33,字,形,建,筑,的,，,n,n,v,v,uj,x
0,34,形,建,筑,的,，,在,n,v,v,uj,x,p
1,35,建,筑,的,，,在,字,v,v,uj,x,p,n
1,36,筑,的,，,在,字,形,v,uj,x,p,n,n
1,37,的,，,在,字,形,正,uj,x,p,n,n,d
0,38,，,在,字,形,正,中,x,p,n,n,d,f
1,39,在,字,形,正,中,的,p,n,n,d,f,uj
0,40,字,形,正,中,的,空,n,n,d,f,uj,n
0,41,形,正,中,的,空,旷,n,d,f,uj,n,nr
1,42,正,中,的,空,旷,处,d,f,uj,n,nr,n
0,43,中,的,空,旷,处,，,f,uj,n,nr,n,x
1,44,的,空,旷,处,，,就,uj,n,nr,n,x,d
1,45,空,旷,处,，,就,成,n,nr,n,x,d,n
1,46,旷,处,，,就,成,为,nr,n,x,d,n,p
1,47,处,，,就,成,为,了,n,x,d,n,p,ul
0,48,，,就,成,为,了,晒,x,d,n,p,ul,v
1,49,就,成,为,了,晒,茶,d,n,p,ul,v,n
1,50,成,为,了,晒,茶,场,n,p,ul,v,n,q
1,51,为,了,晒,茶,场,。,p,ul,v,n,q,x
0,52,了,晒,茶,场,。,/s,ul,v,n,q,x,NAN
1,53,晒,茶,场,。,/s,/s,v,n,q,x,NAN,NAN
1,0,/s,/s,/s,以,规,模,NAN,NAN,NAN,p,n,n
1,1,/s,/s,以,规,模,来,NAN,NAN,p,n,n,v
0,2,/s,以,规,模,来,论,NAN,p,n,n,v,zg
1,3,以,规,模,来,论,，,p,n,n,v,zg,x
0,4,规,模,来,论,，,柏,n,n,v,zg,x,nr
1,5,模,来,论,，,柏,霈,n,v,zg,x,nr,g
1,6,来,论,，,柏,霈,文,v,zg,x,nr,g,n
0,7,论,，,柏,霈,文,这,zg,x,nr,g,n,r
1,8,，,柏,霈,文,这,家,x,nr,g,n,r,q
1,9,柏,霈,文,这,家,茶,nr,g,n,r,q,n
0,10,霈,文,这,家,茶,叶,g,n,r,q,n,nr
1,11,文,这,家,茶,叶,加,n,r,q,n,nr,v
0,12,这,家,茶,叶,加,工,r,q,n,nr,v,n
1,13,家,茶,叶,加,工,厂,q,n,nr,v,n,zg
0,14,茶,叶,加,工,厂,已,n,nr,v,n,zg,d
0,15,叶,加,工,厂,已,是,nr,v,n,zg,d,v
1,16,加,工,厂,已,是,台,v,n,zg,d,v,q
1,17,工,厂,已,是,台,北,n,zg,d,v,q,ns
1,18,厂,已,是,台,北,最,zg,d,v,q,ns,d
0,19,已,是,台,北,最,大,d,v,q,ns,d,a
1,20,是,台,北,最,大,的,v,q,ns,d,a,uj
0,21,台,北,最,大,的,一,q,ns,d,a,uj,m
0,22,北,最,大,的,一,家,ns,d,a,uj,m,q
1,23,最,大,的,一,家,。,d,a,uj,m,q,x
0,24,大,的,一,家,。,/s,a,uj,m,q,x,NAN
1,25,的,一,家,。,/s,/s,uj,m,q,x,NAN,NAN
1,0,/s,/s,/s,别,家,工,NAN,NAN,NAN,r,q,n
0,1,/s,/s,别,家,工,厂,NAN,NAN,r,q,n,zg
1,2,/s,别,家,工,厂,，,NAN,r,q,n,zg,x
0,3,别,家,工,厂,，,搓,r,q,n,zg,x,v
1,4,家,工,厂,，,搓,茶,q,n,zg,x,v,n
1,5,工,厂,，,搓,茶,、,n,zg,x,v,n,x
1,6,厂,，,搓,茶,、,烤,zg,x,v,n,x,v
1,7,，,搓,茶,、,烤,茶,x,v,n,x,v,n
1,8,搓,茶,、,烤,茶,都,v,n,x,v,n,d
1,9,茶,、,烤,茶,都,还,n,x,v,n,d,d
1,10,、,烤,茶,都,还,在,x,v,n,d,d,p
1,11,烤,茶,都,还,在,用,v,n,d,d,p,p
1,12,茶,都,还,在,用,人,n,d,d,p,p,n
1,13,都,还,在,用,人,工,d,d,p,p,n,n
1,14,还,在,用,人,工,的,d,p,p,n,n,uj
0,15,在,用,人,工,的,阶,p,p,n,n,uj,n
0,16,用,人,工,的,阶,段,p,n,n,uj,n,q
1,17,人,工,的,阶,段,，,n,n,uj,n,q,x
0,18,工,的,阶,段,，,柏,n,uj,n,q,x,nr
1,19,的,阶,段,，,柏,霈,uj,n,q,x,nr,g
1,20,阶,段,，,柏,霈,文,n,q,x,nr,g,n
0,21,段,，,柏,霈,文,则,q,x,nr,g,n,d
1,22,，,柏,霈,文,则,都,x,nr,g,n,d,d
0,23,柏,霈,文,则,都,用,nr,g,n,d,d,p
1,24,霈,文,则,都,用,机,g,n,d,d,p,n
1,25,文,则,都,用,机,器,n,d,d,p,n,n
1,26,则,都,用,机,器,来,d,d,p,n,n,v
0,27,都,用,机,器,来,取,d,p,n,n,v,v
1,28,用,机,器,来,取,代,p,n,n,v,v,q
1,29,机,器,来,取,代,了,n,n,v,v,q,ul
0,30,器,来,取,代,了,。,n,v,v,q,ul,x
1,31,来,取,代,了,。,/s,v,v,q,ul,x,NAN
1,32,取,代,了,。,/s,/s,v,q,ul,x,NAN,NAN
1,0,/s,/s,/s,因,此,，,NAN,NAN,NAN,p,zg,x
0,1,/s,/s,因,此,，,最,NAN,NAN,p,zg,x,d
1,2,/s,因,此,，,最,近,NAN,p,zg,x,d,a
1,3,因,此,，,最,近,几,p,zg,x,d,a,m
1,4,此,，,最,近,几,年,zg,x,d,a,m,m
0,5,，,最,近,几,年,来,x,d,a,m,m,v
0,6,最,近,几,年,来,，,d,a,m,m,v,x
0,7,近,几,年,来,，,工,a,m,m,v,x,n
1,8,几,年,来,，,工,厂,m,m,v,x,n,zg
1,9,年,来,，,工,厂,扩,m,v,x,n,zg,v
0,10,来,，,工,厂,扩,张,v,x,n,zg,v,q
1,11,，,工,厂,扩,张,得,x,n,zg,v,q,ud
0,12,工,厂,扩,张,得,非,n,zg,v,q,ud,h
0,13,厂,扩,张,得,非,常,zg,v,q,ud,h,d
1,14,扩,张,得,非,常,厉,v,q,ud,h,d,nr
0,15,张,得,非,常,厉,害,q,ud,h,d,nr,v
1,16,得,非,常,厉,害,，,ud,h,d,nr,v,x
0,17,非,常,厉,害,，,业,h,d,nr,v,x,n
1,18,常,厉,害,，,业,务,d,nr,v,x,n,d
1,19,厉,害,，,业,务,的,nr,v,x,n,d,uj
0,20,害,，,业,务,的,发,v,x,n,d,uj,v
0,21,，,业,务,的,发,达,x,n,d,uj,v,v
1,22,业,务,的,发,达,也,n,d,uj,v,v,d
0,23,务,的,发,达,也,极,d,uj,v,v,d,d
1,24,的,发,达,也,极,迅,uj,v,v,d,d,zg
1,25,发,达,也,极,迅,速,v,v,d,d,zg,ng
1,26,达,也,极,迅,速,，,v,d,d,zg,ng,x
0,27,也,极,迅,速,，,柏,d,d,zg,ng,x,nr
1,28,极,迅,速,，,柏,霈,d,zg,ng,x,nr,g
1,29,迅,速,，,柏,霈,文,zg,ng,x,nr,g,n
0,30,速,，,柏,霈,文,在,ng,x,nr,g,n,p
1,31,，,柏,霈,文,在,做,x,nr,g,n,p,v
0,32,柏,霈,文,在,做,事,nr,g,n,p,v,n
1,33,霈,文,在,做,事,及,g,n,p,v,n,c
0,34,文,在,做,事,及,创,n,p,v,n,c,n
1,35,在,做,事,及,创,业,p,v,n,c,n,n
1,36,做,事,及,创,业,方,v,n,c,n,n,n
0,37,事,及,创,业,方,面,n,c,n,n,n,n
1,38,及,创,业,方,面,，,c,n,n,n,n,x
0,39,创,业,方,面,，,是,n,n,n,n,x,v
1,40,业,方,面,，,是,有,n,n,n,x,v,v
1,41,方,面,，,是,有,他,n,n,x,v,v,r
1,42,面,，,是,有,他,独,n,x,v,v,r,v
1,43,，,是,有,他,独,到,x,v,v,r,v,v
1,44,是,有,他,独,到,的,v,v,r,v,v,uj
0,45,有,他,独,到,的,见,v,r,v,v,uj,v
0,46,他,独,到,的,见,解,r,v,v,uj,v,v
1,47,独,到,的,见,解,和,v,v,uj,v,v,c
0,48,到,的,见,解,和,才,v,uj,v,v,c,d
1,49,的,见,解,和,才,干,uj,v,v,c,d,v
1,50,见,解,和,才,干,的,v,v,c,d,v,uj
0,51,解,和,才,干,的,。,v,c,d,v,uj,x
0,52,和,才,干,的,。,/s,c,d,v,uj,x,NAN
1,53,才,干,的,。,/s,/s,d,v,uj,x,NAN,NAN
1,0,/s,/s,/s,所,以,，,NAN,NAN,NAN,c,p,x
0,1,/s,/s,所,以,，,这,NAN,NAN,c,p,x,r
1,2,/s,所,以,，,这,工,NAN,c,p,x,r,n
1,3,所,以,，,这,工,厂,c,p,x,r,n,zg
1,4,以,，,这,工,厂,虽,p,x,r,n,zg,zg
0,5,，,这,工,厂,虽,然,x,r,n,zg,zg,c
1,6,这,工,厂,虽,然,是,r,n,zg,zg,c,v
0,7,工,厂,虽,然,是,柏,n,zg,zg,c,v,nr
1,8,厂,虽,然,是,柏,霈,zg,zg,c,v,nr,g
1,9,虽,然,是,柏,霈,文,zg,c,v,nr,g,n
0,10,然,是,柏,霈,文,父,c,v,nr,g,n,n
1,11,是,柏,霈,文,父,亲,v,nr,g,n,n,v
1,12,柏,霈,文,父,亲,所,nr,g,n,n,v,c
0,13,霈,文,父,亲,所,创,g,n,n,v,c,n
1,14,文,父,亲,所,创,设,n,n,v,c,n,v
1,15,父,亲,所,创,设,，,n,v,c,n,v,x
0,16,亲,所,创,设,，,但,v,c,n,v,x,c
1,17,所,创,设,，,但,是,c,n,v,x,c,v
1,18,创,设,，,但,是,，,n,v,x,c,v,x
0,19,设,，,但,是,，,真,v,x,c,v,x,d
1,20,，,但,是,，,真,正,x,c,v,x,d,d
1,21,但,是,，,真,正,发,c,v,x,d,d,v
0,22,是,，,真,正,发,达,v,x,d,d,v,v
1,23,，,真,正,发,达,起,x,d,d,v,v,v
0,24,真,正,发,达,起,来,d,d,v,v,v,v
1,25,正,发,达,起,来,，,d,v,v,v,v,x
0,26,发,达,起,来,，,却,v,v,v,v,x,d
1,27,达,起,来,，,却,是,v,v,v,x,d,v
1,28,起,来,，,却,是,在,v,v,x,d,v,p
0,29,来,，,却,是,在,老,v,x,d,v,p,a
1,30,，,却,是,在,老,人,x,d,v,p,a,n
1,31,却,是,在,老,人,逝,d,v,p,a,n,v
0,32,是,在,老,人,逝,世,v,p,a,n,v,n
1,33,在,老,人,逝,世,之,p,a,n,v,n,u
0,34,老,人,逝,世,之,后,a,n,v,n,u,f
1,35,人,逝,世,之,后,。,n,v,n,u,f,x
0,36,逝,世,之,后,。,/s,v,n,u,f,x,NAN
1,37,世,之,后,。,/s,/s,n,u,f,x,NAN,NAN
1,0,/s,/s,/s,在,工,厂,NAN,NAN,NAN,p,n,zg
1,1,/s,/s,在,工,厂,中,NAN,NAN,p,n,zg,f
0,2,/s,在,工,厂,中,做,NAN,p,n,zg,f,v
1,3,在,工,厂,中,做,了,p,n,zg,f,v,ul
1,4,工,厂,中,做,了,十,n,zg,f,v,ul,m
1,5,厂,中,做,了,十,几,zg,f,v,ul,m,m
1,6,中,做,了,十,几,年,f,v,ul,m,m,m
0,7,做,了,十,几,年,的,v,ul,m,m,m,uj
0,8,了,十,几,年,的,张,ul,m,m,m,uj,q
0,9,十,几,年,的,张,会,m,m,m,uj,q,v
1,10,几,年,的,张,会,计,m,m,uj,q,v,n
1,11,年,的,张,会,计,，,m,uj,q,v,n,x
0,12,的,张,会,计,，,常,uj,q,v,n,x,d
1,13,张,会,计,，,常,对,q,v,n,x,d,p
1,14,会,计,，,常,对,新,v,n,x,d,p,a
0,15,计,，,常,对,新,任,n,x,d,p,a,r
1,16,，,常,对,新,任,的,x,d,p,a,r,uj
0,17,常,对,新,任,的,赵,d,p,a,r,uj,nr
0,18,对,新,任,的,赵,经,p,a,r,uj,nr,n
1,19,新,任,的,赵,经,理,a,r,uj,nr,n,n
1,20,任,的,赵,经,理,说,r,uj,nr,n,n,v
0,21,的,赵,经,理,说,：,uj,nr,n,n,v,x
1,22,赵,经,理,说,：,别,nr,n,n,v,x,r
1,23,经,理,说,：,别,看,n,n,v,x,r,v
1,24,理,说,：,别,看,我,n,v,x,r,v,r
0,25,说,：,别,看,我,们,v,x,r,v,r,k
1,26,：,别,看,我,们,小,x,r,v,r,k,a
0,27,别,看,我,们,小,老,r,v,r,k,a,a
1,28,看,我,们,小,老,板,v,r,k,a,a,ng
1,29,我,们,小,老,板,文,r,k,a,a,ng,n
0,30,们,小,老,板,文,质,k,a,a,ng,n,ng
1,31,小,老,板,文,质,彬,a,a,ng,n,ng,zg
0,32,老,板,文,质,彬,彬,a,ng,n,ng,zg,zg
0,33,板,文,质,彬,彬,的,ng,n,ng,zg,zg,uj
0,34,文,质,彬,彬,的,，,n,ng,zg,zg,uj,x
0,35,质,彬,彬,的,，,做,ng,zg,zg,uj,x,v
1,36,彬,彬,的,，,做,起,zg,zg,uj,x,v,v
1,37,彬,的,，,做,起,事,zg,uj,x,v,v,n
0,38,的,，,做,起,事,来,uj,x,v,v,n,v
1,39,，,做,起,事,来,比,x,v,v,n,v,p
0,40,做,起,事,来,比,他,v,v,n,v,p,r
1,41,起,事,来,比,他,老,v,n,v,p,r,a
1,42,事,来,比,他,老,子,n,v,p,r,a,ng
1,43,来,比,他,老,子,强,v,p,r,a,ng,a
0,44,比,他,老,子,强,多,p,r,a,ng,a,m
1,45,他,老,子,强,多,了,r,a,ng,a,m,ul
0,46,老,子,强,多,了,！,a,ng,a,m,ul,x
1,47,子,强,多,了,！,/s,ng,a,m,ul,x,NAN
1,48,强,多,了,！,/s,/s,a,m,ul,x,NAN,NAN
1,0,/s,/s,/s,他,接,手,NAN,NAN,NAN,r,v,n
1,1,/s,/s,他,接,手,才,NAN,NAN,r,v,n,d
0,2,/s,他,接,手,才,三,NAN,r,v,n,d,m
1,3,他,接,手,才,三,年,r,v,n,d,m,m
1,4,接,手,才,三,年,，,v,n,d,m,m,x
0,5,手,才,三,年,，,业,n,d,m,m,x,n
1,6,才,三,年,，,业,务,d,m,m,x,n,d
1,7,三,年,，,业,务,扩,m,m,x,n,d,v
0,8,年,，,业,务,扩,张,m,x,n,d,v,q
1,9,，,业,务,扩,张,了,x,n,d,v,q,ul
0,10,业,务,扩,张,了,十,n,d,v,q,ul,m
1,11,务,扩,张,了,十,倍,d,v,q,ul,m,m
1,12,扩,张,了,十,倍,还,v,q,ul,m,m,d
0,13,张,了,十,倍,还,不,q,ul,m,m,d,d
1,14,了,十,倍,还,不,止,ul,m,m,d,d,zg
1,15,十,倍,还,不,止,！,m,m,d,d,zg,x
1,16,倍,还,不,止,！,/s,m,d,d,zg,x,NAN
1,17,还,不,止,！,/s,/s,d,d,zg,x,NAN,NAN
1,0,/s,/s,/s,柏,霈,文,NAN,NAN,NAN,nr,g,n
0,1,/s,/s,柏,霈,文,的,NAN,NAN,nr,g,n,uj
1,2,/s,柏,霈,文,的,哲,NAN,nr,g,n,uj,n
0,3,柏,霈,文,的,哲,学,nr,g,n,uj,n,n
1,4,霈,文,的,哲,学,是,g,n,uj,n,n,v
0,5,文,的,哲,学,是,：,n,uj,n,n,v,x
1,6,的,哲,学,是,：,不,uj,n,n,v,x,d
1,7,哲,学,是,：,不,断,n,n,v,x,d,v
1,8,学,是,：,不,断,的,n,v,x,d,v,uj
1,9,是,：,不,断,的,投,v,x,d,v,uj,vn
0,10,：,不,断,的,投,资,x,d,v,uj,vn,n
1,11,不,断,的,投,资,。,d,v,uj,vn,n,x
0,12,断,的,投,资,。,/s,v,uj,vn,n,x,NAN
1,13,的,投,资,。,/s,/s,uj,vn,n,x,NAN,NAN
1,0,/s,/s,/s,他,们,工,NAN,NAN,NAN,r,k,n
0,1,/s,/s,他,们,工,厂,NAN,NAN,r,k,n,zg
1,2,/s,他,们,工,厂,赚,NAN,r,k,n,zg,v
0,3,他,们,工,厂,赚,的,r,k,n,zg,v,uj
1,4,们,工,厂,赚,的,每,k,n,zg,v,uj,zg
0,5,工,厂,赚,的,每,一,n,zg,v,uj,zg,m
1,6,厂,赚,的,每,一,笔,zg,v,uj,zg,m,n
1,7,赚,的,每,一,笔,钱,v,uj,zg,m,n,n
0,8,的,每,一,笔,钱,，,uj,zg,m,n,n,x
1,9,每,一,笔,钱,，,再,zg,m,n,n,x,d
1,10,一,笔,钱,，,再,投,m,n,n,x,d,vn
1,11,笔,钱,，,再,投,资,n,n,x,d,vn,n
1,12,钱,，,再,投,资,于,n,x,d,vn,n,p
0,13,，,再,投,资,于,工,x,d,vn,n,p,n
1,14,再,投,资,于,工,厂,d,vn,n,p,n,zg
1,15,投,资,于,工,厂,，,vn,n,p,n,zg,x
0,16,资,于,工,厂,，,买,n,p,n,zg,x,v
1,17,于,工,厂,，,买,机,p,n,zg,x,v,n
1,18,工,厂,，,买,机,器,n,zg,x,v,n,n
1,19,厂,，,买,机,器,，,zg,x,v,n,n,x
0,20,，,买,机,器,，,修,x,v,n,n,x,v
1,21,买,机,器,，,修,房,v,n,n,x,v,n
1,22,机,器,，,修,房,舍,n,n,x,v,n,v
1,23,器,，,修,房,舍,，,n,x,v,n,v,x
0,24,，,修,房,舍,，,建,x,v,n,v,x,v
1,25,修,房,舍,，,建,冷,v,n,v,x,v,a
1,26,房,舍,，,建,冷,藏,n,v,x,v,a,j
1,27,舍,，,建,冷,藏,库,v,x,v,a,j,n
0,28,，,建,冷,藏,库,他,x,v,a,j,n,r
0,29,建,冷,藏,库,他,提,v,a,j,n,r,v
1,30,冷,藏,库,他,提,高,a,j,n,r,v,a
1,31,藏,库,他,提,高,了,j,n,r,v,a,ul
0,32,库,他,提,高,了,产,n,r,v,a,ul,n
1,33,他,提,高,了,产,品,r,v,a,ul,n,v
1,34,提,高,了,产,品,的,v,a,ul,n,v,uj
0,35,高,了,产,品,的,品,a,ul,n,v,uj,v
0,36,了,产,品,的,品,质,ul,n,v,uj,v,ng
1,37,产,品,的,品,质,，,n,v,uj,v,ng,x
0,38,品,的,品,质,，,因,v,uj,v,ng,x,p
1,39,的,品,质,，,因,此,uj,v,ng,x,p,zg
1,40,品,质,，,因,此,，,v,ng,x,p,zg,x
0,41,质,，,因,此,，,台,ng,x,p,zg,x,q
1,42,，,因,此,，,台,北,x,p,zg,x,q,ns
1,43,因,此,，,台,北,市,p,zg,x,q,ns,n
0,44,此,，,台,北,市,的,zg,x,q,ns,n,uj
0,45,，,台,北,市,的,几,x,q,ns,n,uj,m
0,46,台,北,市,的,几,家,q,ns,n,uj,m,q
1,47,北,市,的,几,家,大,ns,n,uj,m,q,a
0,48,市,的,几,家,大,茶,n,uj,m,q,a,n
1,49,的,几,家,大,茶,庄,uj,m,q,a,n,nr
1,50,几,家,大,茶,庄,，,m,q,a,n,nr,x
0,51,家,大,茶,庄,，,都,q,a,n,nr,x,d
1,52,大,茶,庄,，,都,成,a,n,nr,x,d,n
1,53,茶,庄,，,都,成,为,n,nr,x,d,n,p
1,54,庄,，,都,成,为,他,nr,x,d,n,p,r
0,55,，,都,成,为,他,的,x,d,n,p,r,uj
1,56,都,成,为,他,的,固,d,n,p,r,uj,j
0,57,成,为,他,的,固,定,n,p,r,uj,j,v
1,58,为,他,的,固,定,主,p,r,uj,j,v,b
0,59,他,的,固,定,主,顾,r,uj,j,v,b,v
1,60,的,固,定,主,顾,。,uj,j,v,b,v,x
0,61,固,定,主,顾,。,/s,j,v,b,v,x,NAN
1,62,定,主,顾,。,/s,/s,v,b,v,x,NAN,NAN
1,0,/s,/s,/s,接,着,，,NAN,NAN,NAN,v,uz,x
0,1,/s,/s,接,着,，,国,NAN,NAN,v,uz,x,n
1,2,/s,接,着,，,国,外,NAN,v,uz,x,n,f
1,3,接,着,，,国,外,的,v,uz,x,n,f,uj
0,4,着,，,国,外,的,订,uz,x,n,f,uj,v
0,5,，,国,外,的,订,单,x,n,f,uj,v,n
1,6,国,外,的,订,单,也,n,f,uj,v,n,d
0,7,外,的,订,单,也,源,f,uj,v,n,d,ng
1,8,的,订,单,也,源,源,uj,v,n,d,ng,ng
1,9,订,单,也,源,源,而,v,n,d,ng,ng,c
0,10,单,也,源,源,而,来,n,d,ng,ng,c,v
0,11,也,源,源,而,来,，,d,ng,ng,c,v,x
0,12,源,源,而,来,，,他,ng,ng,c,v,x,r
1,13,源,而,来,，,他,自,ng,c,v,x,r,p
1,14,而,来,，,他,自,己,c,v,x,r,p,r
1,15,来,，,他,自,己,的,v,x,r,p,r,uj
0,16,，,他,自,己,的,茶,x,r,p,r,uj,n
0,17,他,自,己,的,茶,园,r,p,r,uj,n,zg
1,18,自,己,的,茶,园,已,p,r,uj,n,zg,d
0,19,己,的,茶,园,已,供,r,uj,n,zg,d,v
1,20,的,茶,园,已,供,不,uj,n,zg,d,v,d
1,21,茶,园,已,供,不,应,n,zg,d,v,d,v
0,22,园,已,供,不,应,求,zg,d,v,d,v,v
1,23,已,供,不,应,求,，,d,v,d,v,v,x
0,24,供,不,应,求,，,他,v,d,v,v,x,r
1,25,不,应,求,，,他,就,d,v,v,x,r,d
1,26,应,求,，,他,就,再,v,v,x,r,d,d
1,27,求,，,他,就,再,买,v,x,r,d,d,v
1,28,，,他,就,再,买,茶,x,r,d,d,v,n
1,29,他,就,再,买,茶,园,r,d,d,v,n,zg
1,30,就,再,买,茶,园,，,d,d,v,n,zg,x
0,31,再,买,茶,园,，,又,d,v,n,zg,x,d
1,32,买,茶,园,，,又,改,v,n,zg,x,d,v
1,33,茶,园,，,又,改,良,n,zg,x,d,v,a
1,34,园,，,又,改,良,种,zg,x,d,v,a,m
0,35,，,又,改,良,种,茶,x,d,v,a,m,n
0,36,又,改,良,种,茶,的,d,v,a,m,n,uj
1,37,改,良,种,茶,的,方,v,a,m,n,uj,n
0,38,良,种,茶,的,方,法,a,m,n,uj,n,j
1,39,种,茶,的,方,法,，,m,n,uj,n,j,x
0,40,茶,的,方,法,，,也,n,uj,n,j,x,d
1,41,的,方,法,，,也,不,uj,n,j,x,d,d
1,42,方,法,，,也,不,知,n,j,x,d,d,v
1,43,法,，,也,不,知,他,j,x,d,d,v,r
1,44,，,也,不,知,他,怎,x,d,d,v,r,r
1,45,也,不,知,他,怎,么,d,d,v,r,r,y
1,46,不,知,他,怎,么,处,d,v,r,r,y,n
0,47,知,他,怎,么,处,理,v,r,r,y,n,n
1,48,他,怎,么,处,理,的,r,r,y,n,n,uj
0,49,怎,么,处,理,的,，,r,y,n,n,uj,x
0,50,么,处,理,的,，,别,y,n,n,uj,x,r
1,51,处,理,的,，,别,家,n,n,uj,x,r,q
1,52,理,的,，,别,家,的,n,uj,x,r,q,uj
0,53,的,，,别,家,的,茶,uj,x,r,q,uj,n
0,54,，,别,家,的,茶,园,x,r,q,uj,n,zg
1,55,别,家,的,茶,园,顶,r,q,uj,n,zg,v
0,56,家,的,茶,园,顶,多,q,uj,n,zg,v,m
