Label,No,B2,B1,F1,F2,POSB2,POSB1,POSF1,POSF2
0,27,极,迅,速,，,d,zg,ng,x
1,28,迅,速,，,柏,zg,ng,x,nr
1,29,速,，,柏,霈,ng,x,nr,g
0,30,，,柏,霈,文,x,nr,g,n
1,31,柏,霈,文,在,nr,g,n,p
0,32,霈,文,在,做,g,n,p,v
1,33,文,在,做,事,n,p,v,n
0,34,在,做,事,及,p,v,n,c
1,35,做,事,及,创,v,n,c,n
1,36,事,及,创,业,n,c,n,n
0,37,及,创,业,方,c,n,n,n
1,38,创,业,方,面,n,n,n,n
0,39,业,方,面,，,n,n,n,x
1,40,方,面,，,是,n,n,x,v
1,41,面,，,是,有,n,x,v,v
1,42,，,是,有,他,x,v,v,r
1,43,是,有,他,独,v,v,r,v
1,44,有,他,独,到,v,r,v,v
0,45,他,独,到,的,r,v,v,uj
0,46,独,到,的,见,v,v,uj,v
1,47,到,的,见,解,v,uj,v,v
0,48,的,见,解,和,uj,v,v,c
1,49,见,解,和,才,v,v,c,d
1,50,解,和,才,干,v,c,d,v
0,51,和,才,干,的,c,d,v,uj
0,52,才,干,的,。,d,v,uj,x
1,53,干,的,。,/s,v,uj,x,NAN
1,0,/s,/s,所,以,NAN,NAN,c,p
0,1,/s,所,以,，,NAN,c,p,x
1,2,所,以,，,这,c,p,x,r
1,3,以,，,这,工,p,x,r,n
1,4,，,这,工,厂,x,r,n,zg
0,5,这,工,厂,虽,r,n,zg,zg
1,6,工,厂,虽,然,n,zg,zg,c
0,7,厂,虽,然,是,zg,zg,c,v
1,8,虽,然,是,柏,zg,c,v,nr
1,9,然,是,柏,霈,c,v,nr,g
0,10,是,柏,霈,文,v,nr,g,n
1,11,柏,霈,文,父,nr,g,n,n
1,12,霈,文,父,亲,g,n,n,v
0,13,文,父,亲,所,n,n,v,c
1,14,父,亲,所,创,n,v,c,n
1,15,亲,所,创,设,v,c,n,v
0,16,所,创,设,，,c,n,v,x
1,17,创,设,，,但,n,v,x,c
1,18,设,，,但,是,v,x,c,v
0,19,，,但,是,，,x,c,v,x
1,20,但,是,，,真,c,v,x,d
1,21,是,，,真,正,v,x,d,d
0,22,，,真,正,发,x,d,d,v
1,23,真,正,发,达,d,d,v,v
0,24,正,发,达,起,d,v,v,v
1,25,发,达,起,来,v,v,v,v
0,26,达,起,来,，,v,v,v,x
1,27,起,来,，,却,v,v,x,d
1,28,来,，,却,是,v,x,d,v
0,29,，,却,是,在,x,d,v,p
1,30,却,是,在,老,d,v,p,a
1,31,是,在,老,人,v,p,a,n
0,32,在,老,人,逝,p,a,n,v
1,33,老,人,逝,世,a,n,v,n
0,34,人,逝,世,之,n,v,n,u
1,35,逝,世,之,后,v,n,u,f
0,36,世,之,后,。,n,u,f,x
1,37,之,后,。,/s,u,f,x,NAN
1,0,/s,/s,在,工,NAN,NAN,p,n
1,1,/s,在,工,厂,NAN,p,n,zg
0,2,在,工,厂,中,p,n,zg,f
1,3,工,厂,中,做,n,zg,f,v
1,4,厂,中,做,了,zg,f,v,ul
1,5,中,做,了,十,f,v,ul,m
1,6,做,了,十,几,v,ul,m,m
0,7,了,十,几,年,ul,m,m,m
0,8,十,几,年,的,m,m,m,uj
0,9,几,年,的,张,m,m,uj,q
1,10,年,的,张,会,m,uj,q,v
1,11,的,张,会,计,uj,q,v,n
0,12,张,会,计,，,q,v,n,x
1,13,会,计,，,常,v,n,x,d
1,14,计,，,常,对,n,x,d,p
0,15,，,常,对,新,x,d,p,a
1,16,常,对,新,任,d,p,a,r
0,17,对,新,任,的,p,a,r,uj
0,18,新,任,的,赵,a,r,uj,nr
1,19,任,的,赵,经,r,uj,nr,n
1,20,的,赵,经,理,uj,nr,n,n
0,21,赵,经,理,说,nr,n,n,v
1,22,经,理,说,：,n,n,v,x
1,23,理,说,：,别,n,v,x,r
1,24,说,：,别,看,v,x,r,v
0,25,：,别,看,我,x,r,v,r
1,26,别,看,我,们,r,v,r,k
0,27,看,我,们,小,v,r,k,a
1,28,我,们,小,老,r,k,a,a
1,29,们,小,老,板,k,a,a,ng
0,30,小,老,板,文,a,a,ng,n
1,31,老,板,文,质,a,ng,n,ng
0,32,板,文,质,彬,ng,n,ng,zg
0,33,文,质,彬,彬,n,ng,zg,zg
0,34,质,彬,彬,的,ng,zg,zg,uj
0,35,彬,彬,的,，,zg,zg,uj,x
1,36,彬,的,，,做,zg,uj,x,v
1,37,的,，,做,起,uj,x,v,v
0,38,，,做,起,事,x,v,v,n
1,39,做,起,事,来,v,v,n,v
0,40,起,事,来,比,v,n,v,p
1,41,事,来,比,他,n,v,p,r
1,42,来,比,他,老,v,p,r,a
1,43,比,他,老,子,p,r,a,ng
0,44,他,老,子,强,r,a,ng,a
1,45,老,子,强,多,a,ng,a,m
0,46,子,强,多,了,ng,a,m,ul
1,47,强,多,了,！,a,m,ul,x
1,48,多,了,！,/s,m,ul,x,NAN
1,0,/s,/s,他,接,NAN,NAN,r,v
1,1,/s,他,接,手,NAN,r,v,n
0,2,他,接,手,才,r,v,n,d
1,3,接,手,才,三,v,n,d,m
1,4,手,才,三,年,n,d,m,m
0,5,才,三,年,，,d,m,m,x
1,6,三,年,，,业,m,m,x,n
1,7,年,，,业,务,m,x,n,d
0,8,，,业,务,扩,x,n,d,v
1,9,业,务,扩,张,n,d,v,q
0,10,务,扩,张,了,d,v,q,ul
1,11,扩,张,了,十,v,q,ul,m
1,12,张,了,十,倍,q,ul,m,m
0,13,了,十,倍,还,ul,m,m,d
1,14,十,倍,还,不,m,m,d,d
1,15,倍,还,不,止,m,d,d,zg
1,16,还,不,止,！,d,d,zg,x
1,17,不,止,！,/s,d,zg,x,NAN
1,0,/s,/s,柏,霈,NAN,NAN,nr,g
0,1,/s,柏,霈,文,NAN,nr,g,n
1,2,柏,霈,文,的,nr,g,n,uj
0,3,霈,文,的,哲,g,n,uj,n
1,4,文,的,哲,学,n,uj,n,n
0,5,的,哲,学,是,uj,n,n,v
1,6,哲,学,是,：,n,n,v,x
1,7,学,是,：,不,n,v,x,d
1,8,是,：,不,断,v,x,d,v
1,9,：,不,断,的,x,d,v,uj
0,10,不,断,的,投,d,v,uj,vn
1,11,断,的,投,资,v,uj,vn,n
0,12,的,投,资,。,uj,vn,n,x
1,13,投,资,。,/s,vn,n,x,NAN
1,0,/s,/s,他,们,NAN,NAN,r,k
0,1,/s,他,们,工,NAN,r,k,n
1,2,他,们,工,厂,r,k,n,zg
0,3,们,工,厂,赚,k,n,zg,v
1,4,工,厂,赚,的,n,zg,v,uj
0,5,厂,赚,的,每,zg,v,uj,zg
1,6,赚,的,每,一,v,uj,zg,m
1,7,的,每,一,笔,uj,zg,m,n
0,8,每,一,笔,钱,zg,m,n,n
1,9,一,笔,钱,，,m,n,n,x
1,10,笔,钱,，,再,n,n,x,d
1,11,钱,，,再,投,n,x,d,vn
1,12,，,再,投,资,x,d,vn,n
0,13,再,投,资,于,d,vn,n,p
1,14,投,资,于,工,vn,n,p,n
1,15,资,于,工,厂,n,p,n,zg
0,16,于,工,厂,，,p,n,zg,x
1,17,工,厂,，,买,n,zg,x,v
1,18,厂,，,买,机,zg,x,v,n
1,19,，,买,机,器,x,v,n,n
0,20,买,机,器,，,v,n,n,x
1,21,机,器,，,修,n,n,x,v
1,22,器,，,修,房,n,x,v,n
1,23,，,修,房,舍,x,v,n,v
0,24,修,房,舍,，,v,n,v,x
1,25,房,舍,，,建,n,v,x,v
1,26,舍,，,建,冷,v,x,v,a
1,27,，,建,冷,藏,x,v,a,j
0,28,建,冷,藏,库,v,a,j,n
0,29,冷,藏,库,他,a,j,n,r
1,30,藏,库,他,提,j,n,r,v
1,31,库,他,提,高,n,r,v,a
0,32,他,提,高,了,r,v,a,ul
1,33,提,高,了,产,v,a,ul,n
1,34,高,了,产,品,a,ul,n,v
0,35,了,产,品,的,ul,n,v,uj
0,36,产,品,的,品,n,v,uj,v
1,37,品,的,品,质,v,uj,v,ng
0,38,的,品,质,，,uj,v,ng,x
1,39,品,质,，,因,v,ng,x,p
1,40,质,，,因,此,ng,x,p,zg
0,41,，,因,此,，,x,p,zg,x
1,42,因,此,，,台,p,zg,x,q
1,43,此,，,台,北,zg,x,q,ns
0,44,，,台,北,市,x,q,ns,n
0,45,台,北,市,的,q,ns,n,uj
0,46,北,市,的,几,ns,n,uj,m
1,47,市,的,几,家,n,uj,m,q
0,48,的,几,家,大,uj,m,q,a
1,49,几,家,大,茶,m,q,a,n
1,50,家,大,茶,庄,q,a,n,nr
0,51,大,茶,庄,，,a,n,nr,x
1,52,茶,庄,，,都,n,nr,x,d
1,53,庄,，,都,成,nr,x,d,n
1,54,，,都,成,为,x,d,n,p
0,55,都,成,为,他,d,n,p,r
1,56,成,为,他,的,n,p,r,uj
0,57,为,他,的,固,p,r,uj,j
1,58,他,的,固,定,r,uj,j,v
0,59,的,固,定,主,uj,j,v,b
1,60,固,定,主,顾,j,v,b,v
0,61,定,主,顾,。,v,b,v,x
1,62,主,顾,。,/s,b,v,x,NAN
1,0,/s,/s,接,着,NAN,NAN,v,uz
0,1,/s,接,着,，,NAN,v,uz,x
1,2,接,着,，,国,v,uz,x,n
1,3,着,，,国,外,uz,x,n,f
0,4,，,国,外,的,x,n,f,uj
0,5,国,外,的,订,n,f,uj,v
1,6,外,的,订,单,f,uj,v,n
0,7,的,订,单,也,uj,v,n,d
1,8,订,单,也,源,v,n,d,ng
1,9,单,也,源,源,n,d,ng,ng
0,10,也,源,源,而,d,ng,ng,c
0,11,源,源,而,来,ng,ng,c,v
0,12,源,而,来,，,ng,c,v,x
1,13,而,来,，,他,c,v,x,r
1,14,来,，,他,自,v,x,r,p
1,15,，,他,自,己,x,r,p,r
0,16,他,自,己,的,r,p,r,uj
0,17,自,己,的,茶,p,r,uj,n
1,18,己,的,茶,园,r,uj,n,zg
0,19,的,茶,园,已,uj,n,zg,d
1,20,茶,园,已,供,n,zg,d,v
1,21,园,已,供,不,zg,d,v,d
0,22,已,供,不,应,d,v,d,v
1,23,供,不,应,求,v,d,v,v
0,24,不,应,求,，,d,v,v,x
1,25,应,求,，,他,v,v,x,r
1,26,求,，,他,就,v,x,r,d
1,27,，,他,就,再,x,r,d,d
1,28,他,就,再,买,r,d,d,v
1,29,就,再,买,茶,d,d,v,n
1,30,再,买,茶,园,d,v,n,zg
0,31,买,茶,园,，,v,n,zg,x
1,32,茶,园,，,又,n,zg,x,d
1,33,园,，,又,改,zg,x,d,v
1,34,，,又,改,良,x,d,v,a
0,35,又,改,良,种,d,v,a,m
0,36,改,良,种,茶,v,a,m,n
1,37,良,种,茶,的,a,m,n,uj
0,38,种,茶,的,方,m,n,uj,n
1,39,茶,的,方,法,n,uj,n,j
0,40,的,方,法,，,uj,n,j,x
1,41,方,法,，,也,n,j,x,d
1,42,法,，,也,不,j,x,d,d
1,43,，,也,不,知,x,d,d,v
1,44,也,不,知,他,d,d,v,r
1,45,不,知,他,怎,d,v,r,r
1,46,知,他,怎,么,v,r,r,y
0,47,他,怎,么,处,r,r,y,n
1,48,怎,么,处,理,r,y,n,n
0,49,么,处,理,的,y,n,n,uj
0,50,处,理,的,，,n,n,uj,x
1,51,理,的,，,别,n,uj,x,r
1,52,的,，,别,家,uj,x,r,q
0,53,，,别,家,的,x,r,q,uj
0,54,别,家,的,茶,r,q,uj,n
1,55,家,的,茶,园,q,uj,n,zg
0,56,的,茶,园,顶,uj,n,zg,v
1,57,茶,园,顶,多,n,zg,v,m
0,58,园,顶,多,一,zg,v,m,m
1,59,顶,多,一,年,v,m,m,m
0,60,多,一,年,收,m,m,m,v
1,61,一,年,收,五,m,m,v,m
1,62,年,收,五,次,m,v,m,q
0,63,收,五,次,茶,v,m,q,n
1,64,五,次,茶,，,m,q,n,x
1,65,次,茶,，,春,q,n,x,tg
1,66,茶,，,春,茶,n,x,tg,n
0,67,，,春,茶,三,x,tg,n,m
1,68,春,茶,三,次,tg,n,m,q
0,69,茶,三,次,，,n,m,q,x
1,70,三,次,，,秋,m,q,x,t
1,71,次,，,秋,茶,q,x,t,n
0,72,，,秋,茶,两,x,t,n,m
1,73,秋,茶,两,次,t,n,m,q
0,74,茶,两,次,。,n,m,q,x
1,75,两,次,。,/s,m,q,x,NAN
1,0,/s,/s,他,家,NAN,NAN,r,q
0,1,/s,他,家,的,NAN,r,q,uj
0,2,他,家,的,茶,r,q,uj,n
1,3,家,的,茶,园,q,uj,n,zg
0,4,的,茶,园,，,uj,n,zg,x
1,5,茶,园,，,却,n,zg,x,d
1,6,园,，,却,常,zg,x,d,d
1,7,，,却,常,常,x,d,d,d
0,8,却,常,常,收,d,d,d,v
1,9,常,常,收,八,d,d,v,m
1,10,常,收,八,九,d,v,m,m
0,11,收,八,九,次,v,m,m,q
1,12,八,九,次,茶,m,m,q,n
1,13,九,次,茶,，,m,q,n,x
1,14,次,茶,，,每,q,n,x,zg
1,15,茶,，,每,次,n,x,zg,q
0,16,，,每,次,的,x,zg,q,uj
0,17,每,次,的,品,zg,q,uj,v
1,18,次,的,品,质,q,uj,v,ng
0,19,的,品,质,还,uj,v,ng,d
1,20,品,质,还,都,v,ng,d,d
1,21,质,还,都,不,ng,d,d,d
1,22,还,都,不,差,d,d,d,a
1,23,都,不,差,。,d,d,a,x
1,24,不,差,。,/s,d,a,x,NAN
1,0,/s,/s,因,此,NAN,NAN,p,zg
0,1,/s,因,此,，,NAN,p,zg,x
1,2,因,此,，,柏,p,zg,x,nr
1,3,此,，,柏,家,zg,x,nr,q
0,4,，,柏,家,茶,x,nr,q,n
1,5,柏,家,茶,的,nr,q,n,uj
0,6,家,茶,的,名,q,n,uj,q
1,7,茶,的,名,气,n,uj,q,n
0,8,的,名,气,在,uj,q,n,p
1,9,名,气,在,茶,q,n,p,n
1,10,气,在,茶,叶,n,p,n,nr
0,11,在,茶,叶,界,p,n,nr,n
1,12,茶,叶,界,中,n,nr,n,f
1,13,叶,界,中,，,nr,n,f,x
1,14,界,中,，,几,n,f,x,m
1,15,中,，,几,乎,f,x,m,zg
0,16,，,几,乎,是,x,m,zg,v
1,17,几,乎,是,无,m,zg,v,v
1,18,乎,是,无,人,zg,v,v,n
0,19,是,无,人,不,v,v,n,d
0,20,无,人,不,知,v,n,d,v
1,21,人,不,知,的,n,d,v,uj
0,22,不,知,的,。,d,v,uj,x
1,23,知,的,。,/s,v,uj,x,NAN
1,0,/s,/s,走,进,NAN,NAN,v,v
0,1,/s,走,进,了,NAN,v,v,ul
1,2,走,进,了,房,v,v,ul,n
1,3,进,了,房,间,v,ul,n,f
0,4,了,房,间,，,ul,n,f,x
1,5,房,间,，,柏,n,f,x,nr
1,6,间,，,柏,霈,f,x,nr,g
0,7,，,柏,霈,文,x,nr,g,n
1,8,柏,霈,文,才,nr,g,n,d
0,9,霈,文,才,坐,g,n,d,v
1,10,文,才,坐,下,n,d,v,f
0,11,才,坐,下,来,d,v,f,v
1,12,坐,下,来,，,v,f,v,x
1,13,下,来,，,赵,f,v,x,nr
1,14,来,，,赵,经,v,x,nr,n
1,15,，,赵,经,理,x,nr,n,n
0,16,赵,经,理,已,nr,n,n,d
1,17,经,理,已,拿,n,n,d,v
1,18,理,已,拿,着,n,d,v,uz
1,19,已,拿,着,一,d,v,uz,m
1,20,拿,着,一,大,v,uz,m,a
0,21,着,一,大,叠,uz,m,a,v
1,22,一,大,叠,单,m,a,v,n
1,23,大,叠,单,据,a,v,n,p
0,24,叠,单,据,走,v,n,p,v
1,25,单,据,走,来,n,p,v,v
0,26,据,走,来,了,p,v,v,ul
1,27,走,来,了,。,v,v,ul,x
1,28,来,了,。,/s,v,ul,x,NAN
1,0,/s,/s,站,在,NAN,NAN,v,p
1,1,/s,站,在,柏,NAN,v,p,nr
1,2,站,在,柏,霈,v,p,nr,g
0,3,在,柏,霈,文,p,nr,g,n
1,4,柏,霈,文,桌,nr,g,n,n
1,5,霈,文,桌,子,g,n,n,ng
0,6,文,桌,子,前,n,n,ng,f
1,7,桌,子,前,面,n,ng,f,n
0,8,子,前,面,，,ng,f,n,x
1,9,前,面,，,他,f,n,x,r
1,10,面,，,他,说,n,x,r,v
1,11,，,他,说,：,x,r,v,x
1,12,他,说,：,日,r,v,x,m
1,13,说,：,日,本,v,x,m,r
0,14,：,日,本,的,x,m,r,uj
0,15,日,本,的,订,m,r,uj,v
1,16,本,的,订,单,r,uj,v,n
0,17,的,订,单,来,uj,v,n,v
1,18,订,单,来,了,v,n,v,ul
1,19,单,来,了,，,n,v,ul,x
1,20,来,了,，,指,v,ul,x,n
1,21,了,，,指,定,ul,x,n,v
0,22,，,指,定,要,x,n,v,v
1,23,指,定,要,雀,n,v,v,ng
1,24,定,要,雀,舌,v,v,ng,n
1,25,要,雀,舌,，,v,ng,n,x
1,26,雀,舌,，,我,ng,n,x,r
1,27,舌,，,我,们,n,x,r,k
0,28,，,我,们,恐,x,r,k,d
1,29,我,们,恐,怕,r,k,d,v
0,30,们,恐,怕,怎,k,d,v,r
1,31,恐,怕,怎,么,d,v,r,y
0,32,怕,怎,么,样,v,r,y,n
0,33,怎,么,样,也,r,y,n,d
1,34,么,样,也,生,y,n,d,vn
1,35,样,也,生,产,n,d,vn,n
0,36,也,生,产,不,d,vn,n,d
1,37,生,产,不,了,vn,n,d,ul
1,38,产,不,了,这,n,d,ul,r
1,39,不,了,这,么,d,ul,r,y
0,40,了,这,么,多,ul,r,y,m
1,41,这,么,多,。,r,y,m,x
1,42,么,多,。,/s,y,m,x,NAN
1,0,/s,/s,馨,馨,NAN,NAN,ng,ng
0,1,/s,馨,馨,茶,NAN,ng,ng,n
1,2,馨,馨,茶,庄,ng,ng,n,nr
0,3,馨,茶,庄,和,ng,n,nr,c
1,4,茶,庄,和,清,n,nr,c,t
1,5,庄,和,清,香,nr,c,t,ns
0,6,和,清,香,茶,c,t,ns,n
1,7,清,香,茶,庄,t,ns,n,nr
0,8,香,茶,庄,也,ns,n,nr,d
1,9,茶,庄,也,预,n,nr,d,v
1,10,庄,也,预,定,nr,d,v,v
0,11,也,预,定,雀,d,v,v,ng
1,12,预,定,雀,舌,v,v,ng,n
1,13,定,雀,舌,，,v,ng,n,x
1,14,雀,舌,，,今,ng,n,x,zg
1,15,舌,，,今,年,n,x,zg,m
0,16,，,今,年,，,x,zg,m,x
1,17,今,年,，,我,zg,m,x,r
1,18,年,，,我,们,m,x,r,k
0,19,，,我,们,的,x,r,k,uj
0,20,我,们,的,雀,r,k,uj,ng
1,21,们,的,雀,舌,k,uj,ng,n
1,22,的,雀,舌,好,uj,ng,n,a
1,23,雀,舌,好,像,ng,n,a,v
0,24,舌,好,像,大,n,a,v,a
1,25,好,像,大,出,a,v,a,v
0,26,像,大,出,风,v,a,v,n
0,27,大,出,风,头,a,v,n,n
0,28,出,风,头,呢,v,n,n,y
1,29,风,头,呢,！,n,n,y,x
1,30,头,呢,！,/s,n,y,x,NAN
1,0,/s,/s,雀,舌,NAN,NAN,ng,n
1,1,/s,雀,舌,是,NAN,ng,n,v
1,2,雀,舌,是,一,ng,n,v,m
1,3,舌,是,一,种,n,v,m,m
0,4,是,一,种,绿,v,m,m,a
1,5,一,种,绿,茶,m,m,a,n
0,6,种,绿,茶,，,m,a,n,x
1,7,绿,茶,，,会,a,n,x,v
1,8,茶,，,会,品,n,x,v,v
1,9,，,会,品,茶,x,v,v,n
0,10,会,品,茶,的,v,v,n,uj
0,11,品,茶,的,人,v,n,uj,n
1,12,茶,的,人,，,n,uj,n,x
1,13,的,人,，,就,uj,n,x,d
1,14,人,，,就,都,n,x,d,d
1,15,，,就,都,知,x,d,d,v
1,16,就,都,知,道,d,d,v,q
0,17,都,知,道,雀,d,v,q,ng
1,18,知,道,雀,舌,v,q,ng,n
1,19,道,雀,舌,，,q,ng,n,x
1,20,雀,舌,，,这,ng,n,x,r
1,21,舌,，,这,种,n,x,r,m
0,22,，,这,种,茶,x,r,m,n
1,23,这,种,茶,必,r,m,n,d
1,24,种,茶,必,须,m,n,d,d
0,25,茶,必,须,用,n,d,d,p
1,26,必,须,用,茶,d,d,p,n
1,27,须,用,茶,叶,d,p,n,nr
0,28,用,茶,叶,心,p,n,nr,n
1,29,茶,叶,心,来,n,nr,n,v
0,30,叶,心,来,做,nr,n,v,v
1,31,心,来,做,，,n,v,v,x
1,32,来,做,，,叶,v,v,x,nr
1,33,做,，,叶,片,v,x,nr,q
0,34,，,叶,片,全,x,nr,q,a
1,35,叶,片,全,不,nr,q,a,d
1,36,片,全,不,要,q,a,d,v
1,37,全,不,要,，,a,d,v,x
1,38,不,要,，,只,d,v,x,d
1,39,要,，,只,要,v,x,d,v
0,40,，,只,要,茶,x,d,v,n
1,41,只,要,茶,叶,d,v,n,nr
0,42,要,茶,叶,心,v,n,nr,n
1,43,茶,叶,心,，,n,nr,n,x
1,44,叶,心,，,因,nr,n,x,p
1,45,心,，,因,此,n,x,p,zg
0,46,，,因,此,，,x,p,zg,x
1,47,因,此,，,许,p,zg,x,m
1,48,此,，,许,多,zg,x,m,m
0,49,，,许,多,茶,x,m,m,n
1,50,许,多,茶,叶,m,m,n,nr
0,51,多,茶,叶,心,m,n,nr,n
1,52,茶,叶,心,才,n,nr,n,d
1,53,叶,心,才,能,nr,n,d,v
0,54,心,才,能,制,n,d,v,n
1,55,才,能,制,出,d,v,n,v
0,56,能,制,出,一,v,n,v,m
1,57,制,出,一,点,n,v,m,m
0,58,出,一,点,儿,v,m,m,n
0,59,一,点,儿,雀,m,m,n,ng
1,60,点,儿,雀,舌,m,n,ng,n
1,61,儿,雀,舌,，,n,ng,n,x
1,62,雀,舌,，,这,ng,n,x,r
1,63,舌,，,这,种,n,x,r,m
0,64,，,这,种,茶,x,r,m,n
1,65,这,种,茶,也,r,m,n,d
1,66,种,茶,也,就,m,n,d,d
1,67,茶,也,就,特,n,d,d,d
1,68,也,就,特,别,d,d,d,r
0,69,就,特,别,名,d,d,r,q
1,70,特,别,名,贵,d,r,q,a
0,71,别,名,贵,了,r,q,a,ul
1,72,名,贵,了,。,q,a,ul,x
1,73,贵,了,。,/s,a,ul,x,NAN
1,0,/s,/s,日,本,NAN,NAN,m,r
0,1,/s,日,本,要,NAN,m,r,v
1,2,日,本,要,订,m,r,v,v
0,3,本,要,订,多,r,v,v,m
1,4,要,订,多,少,v,v,m,a
0,5,订,多,少,？,v,m,a,x
1,6,多,少,？,/s,m,a,x,NAN
1,0,/s,/s,柏,霈,NAN,NAN,nr,g
0,1,/s,柏,霈,文,NAN,nr,g,n
1,2,柏,霈,文,问,nr,g,n,n
0,3,霈,文,问,。,g,n,n,x
1,4,文,问,。,/s,n,n,x,NAN
1,0,/s,/s,一,千,NAN,NAN,m,m
0,1,/s,一,千,箱,NAN,m,m,q
0,2,一,千,箱,。,m,m,q,x
1,3,千,箱,。,/s,m,q,x,NAN
1,0,/s,/s,我,们,NAN,NAN,r,k
0,1,/s,我,们,接,NAN,r,k,v
1,2,我,们,接,下,r,k,v,f
0,3,们,接,下,来,k,v,f,v
0,4,接,下,来,！,v,f,v,x
1,5,下,来,！,/s,f,v,x,NAN
1,0,/s,/s,他,们,NAN,NAN,r,k
0,1,/s,他,们,要,NAN,r,k,v
1,2,他,们,要,三,r,k,v,m
1,3,们,要,三,个,k,v,m,q
0,4,要,三,个,月,v,m,q,m
1,5,三,个,月,内,m,q,m,n
1,6,个,月,内,交,q,m,n,v
1,7,月,内,交,货,m,n,v,n
0,8,内,交,货,，,n,v,n,x
1,9,交,货,，,秋,v,n,x,t
1,10,货,，,秋,茶,n,x,t,n
0,11,，,秋,茶,要,x,t,n,v
1,12,秋,茶,要,十,t,n,v,m
1,13,茶,要,十,月,n,v,m,m
0,14,要,十,月,才,v,m,m,d
1,15,十,月,才,能,m,m,d,v
0,16,月,才,能,收,m,d,v,v
1,17,才,能,收,呢,d,v,v,y
1,18,能,收,呢,！,v,v,y,x
1,19,收,呢,！,/s,v,y,x,NAN
1,0,/s,/s,如,果,NAN,NAN,v,ng
0,1,/s,如,果,不,NAN,v,ng,d
1,2,如,果,不,能,v,ng,d,v
1,3,果,不,能,按,ng,d,v,p
1,4,不,能,按,期,d,v,p,n
0,5,能,按,期,交,v,p,n,v
1,6,按,期,交,货,p,n,v,n
0,7,期,交,货,，,n,v,n,x
1,8,交,货,，,他,v,n,x,r
1,9,货,，,他,们,n,x,r,k
0,10,，,他,们,还,x,r,k,d
1,11,他,们,还,要,r,k,d,v
0,12,们,还,要,罚,k,d,v,zg
1,13,还,要,罚,款,d,v,zg,m
0,14,要,罚,款,。,v,zg,m,x
1,15,罚,款,。,/s,zg,m,x,NAN
1,0,/s,/s,你,等,NAN,NAN,r,u
1,1,/s,你,等,一,NAN,r,u,m
0,2,你,等,一,等,r,u,m,u
0,3,等,一,等,，,u,m,u,x
1,4,一,等,，,我,m,u,x,r
1,5,等,，,我,打,u,x,r,v
1,6,，,我,打,个,x,r,v,q
0,7,我,打,个,电,r,v,q,n
1,8,打,个,电,话,v,q,n,n
0,9,个,电,话,问,q,n,n,n
1,10,电,话,问,问,n,n,n,n
0,11,话,问,问,。,n,n,n,x
1,12,问,问,。,/s,n,n,x,NAN
1,0,/s,/s,柏,霈,NAN,NAN,nr,g
0,1,/s,柏,霈,文,NAN,nr,g,n
1,2,柏,霈,文,拨,nr,g,n,v
0,3,霈,文,拨,了,g,n,v,ul
1,4,文,拨,了,家,n,v,ul,q
1,5,拨,了,家,里,v,ul,q,f
0,6,了,家,里,的,ul,q,f,uj
0,7,家,里,的,电,q,f,uj,n
1,8,里,的,电,话,f,uj,n,n
0,9,的,电,话,号,uj,n,n,m
0,10,电,话,号,码,n,n,m,n
0,11,话,号,码,，,n,m,n,x
1,12,号,码,，,接,m,n,x,v
1,13,码,，,接,电,n,x,v,n
0,14,，,接,电,话,x,v,n,n
0,15,接,电,话,的,v,n,n,uj
0,16,电,话,的,是,n,n,uj,v
1,17,话,的,是,佣,n,uj,v,n
1,18,的,是,佣,人,uj,v,n,n
0,19,是,佣,人,阿,v,n,n,j
1,20,佣,人,阿,兰,n,n,j,nr
0,21,人,阿,兰,，,n,j,nr,x
1,22,阿,兰,，,柏,j,nr,x,nr
1,23,兰,，,柏,霈,nr,x,nr,g
0,24,，,柏,霈,文,x,nr,g,n
1,25,柏,霈,文,问,nr,g,n,n
0,26,霈,文,问,：,g,n,n,x
1,27,文,问,：,高,n,n,x,a
1,28,问,：,高,先,n,x,a,d
1,29,：,高,先,生,x,a,d,vn
0,30,高,先,生,在,a,d,vn,p
1,31,先,生,在,不,d,vn,p,d
1,32,生,在,不,在,vn,p,d,p
1,33,在,不,在,？,p,d,p,x
1,34,不,在,？,/s,d,p,x,NAN
1,0,/s,/s,刚,从,NAN,NAN,d,p
1,1,/s,刚,从,茶,NAN,d,p,n
1,2,刚,从,茶,园,d,p,n,zg
0,3,从,茶,园,里,p,n,zg,f
1,4,茶,园,里,回,n,zg,f,v
1,5,园,里,回,来,zg,f,v,v
0,6,里,回,来,。,f,v,v,x
1,7,回,来,。,/s,v,v,x,NAN
1,0,/s,/s,请,他,NAN,NAN,v,r
1,1,/s,请,他,听,NAN,v,r,v
1,2,请,他,听,电,v,r,v,n
1,3,他,听,电,话,r,v,n,n
0,4,听,电,话,。,v,n,n,x
1,5,电,话,。,/s,n,n,x,NAN
1,0,/s,/s,对,方,NAN,NAN,p,n
0,1,/s,对,方,来,NAN,p,n,v
1,2,对,方,来,了,p,n,v,ul
1,3,方,来,了,。,n,v,ul,x
1,4,来,了,。,/s,v,ul,x,NAN
1,0,/s,/s,柏,霈,NAN,NAN,nr,g
0,1,/s,柏,霈,文,NAN,nr,g,n
1,2,柏,霈,文,简,nr,g,n,a
1,3,霈,文,简,洁,g,n,a,ag
0,4,文,简,洁,明,n,a,ag,a
